gapSppCode,gapSciName,gapComName,iucnID,iucnSci,iucnCom,iucnCat,iucnTnd,iucnOgn
mBDSHx,Sorex bairdi,Baird's Shrew,41387,Sorex bairdi,Baird's Shrew,LC,unknown,Native
mBEDEx,Peromyscus melanotis,Black-eared Deermouse,16678,Peromyscus melanotis,Black-eared Mouse,LC,unknown,Native
mBEWOx,Neotoma macrotis,Big-eared Woodrat,14597,Neotoma macrotis,Big-eared Woodrat,LC,unknown,Native
mBFFEx,Mustela nigripes,Black-footed Ferret,14020,Mustela nigripes,Black-footed Ferret,EN,decreasing,Reintroduced
mBFMOx,Scapanus latimanus,Broad-footed Mole,41473,Scapanus latimanus,Broad-footed Mole,LC,stable,Native
mBFTBx,Nyctinomops macrotis,Big Free-tailed Bat,14996,Nyctinomops macrotis,Big Free-tailed Bat,LC,unknown,Native
mBGSQx,Urocitellus beldingi,Belding's Ground Squirrel,42464,Urocitellus beldingi,Belding's Ground Squirrel,LC,stable,Native
mBISHx,Ovis canadensis,Bighorn Sheep,15735,Ovis canadensis,Bighorn Sheep,LC,stable,Native
mBISOx,Bison bison,American Bison,2815,Bison bison,American Bison,NT,stable,Native
mBOBCx,Lynx rufus,Bobcat,12521,Lynx rufus,Bobcat,LC,stable,Native
mBOGOx,Thomomys bottae,Botta's Pocket Gopher,21799,Thomomys bottae,Botta's Pocket Gopher,LC,stable,Native
mBPGOx,Geomys breviceps,Baird's Pocket Gopher,136840,Geomys breviceps,Baird's Pocket Gopher,LC,stable,Native
mBPMOx,Chaetodipus baileyi,Bailey's Pocket Mouse,4328,Chaetodipus baileyi,Bailey's Pocket Mouse,LC,stable,Native
mBRBEx,Ursus arctos,Brown Bear,41688,Ursus arctos,Brown Bear,LC,stable,Native
mBRDEx,Peromyscus boylii,Brush Deermouse,16652,Peromyscus boylii,Brush Mouse,LC,stable,Native
mBRRAx,Sylvilagus bachmani,Brush Rabbit,41302,Sylvilagus bachmani,Brush Rabbit,LC,stable,Native
mBTJAx,Lepus californicus,Black-tailed Jackrabbit,41276,Lepus californicus,Black-tailed Jackrabbit,LC,stable,Native
mBTKRx,Dipodomys spectabilis,Banner-tailed Kangaroo Rat,6693,Dipodomys spectabilis,Banner-tailed Kangaroo Rat,NT,decreasing,Native
mBTWOx,Neotoma cinerea,Bushy-tailed Woodrat,42673,Neotoma cinerea,Bushy-tailed Woodrat,LC,stable,Native
mCADEx,Peromyscus californicus,California Deermouse,16654,Peromyscus californicus,California Mouse,LC,stable,Native
mCALYx,Lynx canadensis,Canadian Lynx,12518,Lynx canadensis,Canada Lynx,LC,stable,Native
mCAMYx,Myotis californicus,Californian Myotis,14150,Myotis californicus,Californian Myotis,LC,unknown,Native
mCARIx,Rangifer tarandus,Caribou,29742,Rangifer tarandus,Reindeer,VU,decreasing,Native
mCASEx,Zalophus californianus,California Sealion,41666,Zalophus californianus,Californian Sea Lion,LC,increasing,Native
mCASQx,Otospermophilus beecheyi,California Ground Squirrel,20481,Otospermophilus beecheyi,California Ground Squirrel,LC,stable,Native
mCAVOx,Microtus californicus,California Vole,13427,Microtus californicus,Amargosa Vole,LC,stable,Native
mCCDEx,Peromyscus eremicus,Cactus Deermouse,16659,Peromyscus eremicus,Cactus Mouse,LC,stable,Native
mCFCHx,Tamias obscurus,California Chipmunk,21359,Neotamias obscurus,California Chipmunk,LC,stable,Native
mCGGSx,Callospermophilus saturatus,Cascade Golden-mantled Ground Squirrel,42562,Callospermophilus saturatus,Cascade Golden-mantled Ground Squirrel,LC,stable,Native
mCGMOx,Onychomys arenicola,Chihuahuan Grasshopper Mouse,15337,Onychomys arenicola,Chihuahuan Grasshopper Mouse,LC,stable,Native
mCGSHx,Notiosorex cockrumi,Cockrum's Gray Shrew,136666,Notiosorex cockrumi,Cockrum's Grey Shrew,LC,stable,Native
mCHITx,Axis axis,Chital,41783,Axis axis,Chital,LC,unknown,Introduced
mCHPMx,Chaetodipus eremicus,Chihuahuan Pocket Mouse,136606,Chaetodipus eremicus,Chihuahuan Desert Pocket Mouse,LC,unknown,Native
mCISHx,Sorex cinereus,Cinereus Shrew,41392,Sorex cinereus,Cinereus Shrew,LC,stable,Native
mCKRAx,Dipodomys californicus,California Kangaroo Rat,42599,Dipodomys californicus,California Kangaroo Rat,LC,stable,Native
mCLCHx,Tamias dorsalis,Cliff Chipmunk,42571,Neotamias dorsalis,Gray-collared Chipmunk,LC,stable,Native
mCLEBx,Macrotus californicus,Californian Leaf-nosed Bat,12652,Macrotus californicus,Californian Leaf-nosed Bat,LC,stable,Native
mCMMUx,Ondatra zibethicus,Common Muskrat,15324,Ondatra zibethicus,Muskrat,LC,stable,Native
mCNDEx,Peromyscus crinitus,Canyon Deermouse,16656,Peromyscus crinitus,Canyon Mouse,LC,stable,Native
mCOCHx,Tamias quadrivittatus,Colorado Chipmunk,42576,Neotamias quadrivittatus,Colorado Chipmunk,LC,stable,Native
mCODEx,Peromyscus gossypinus,Cotton Deermouse,42653,Peromyscus gossypinus,Key Largo Cotton Mouse,LC,stable,Native
mCOORx,Oryzomys couesi,Coues' Oryzomys,15592,Oryzomys couesi,Coues's Rice Rat,LC,unknown,Native
mCOPEx,Pecari tajacu,Collared Peccary,41777,Pecari tajacu,Collared Peccary,LC,stable,Native
mCOSQx,Urocitellus columbianus,Columbian Ground Squirrel,42466,Urocitellus columbianus,Columbian Ground Squirrel,LC,stable,Native
mCOUGx,Puma concolor,Cougar,18868,Puma concolor,Puma,LC,decreasing,Native
mCOYOx,Canis latrans,Coyote,3745,Canis latrans,Coyote,LC,increasing,Native
mCOYPx,Myocastor coypus,Coypu,14085,Myocastor coypus,Coypu,LC,decreasing,Introduced
mCPGOx,Thomomys bulbivorus,Camas Pocket Gopher,42594,Thomomys bulbivorus,Camas Pocket Gopher,LC,stable,Native
mCPMOx,Chaetodipus californicus,California Pocket Mouse,4329,Chaetodipus californicus,California Pocket Mouse,LC,stable,Native
mCRGSx,Notiosorex crawfordi,Crawford's Gray Shrew,41456,Notiosorex crawfordi,Desert Shrew,LC,stable,Native
mCRVOx,Microtus oregoni,Creeping Vole,42632,Microtus oregoni,Creeping Vole,LC,stable,Native
mCSMOx,Scapanus orarius,Coast Mole,41474,Scapanus orarius,Coast Mole,LC,stable,Native
mCTKRx,Dipodomys microps,Chisel-toothed Kangaroo Rat,42603,Dipodomys microps,Houserock Chisel-toothed Kangaroo Rat,LC,stable,Native
mCTPGx,Geomys texensis,Central Texas Pocket Gopher,9062,Geomys texensis,Central Texas Pocket Gopher,LC,unknown,Native
mCVMYx,Myotis velifer,Cave Myotis,14208,Myotis velifer,Cave Myotis,LC,stable,Native
mDECOx,Sylvilagus audubonii,Desert Cottontail,41297,Sylvilagus audubonii,Desert Cottontail,LC,stable,Native
mDEWOx,Neotoma lepida,Desert Woodrat,116988741,Neotoma lepida,Desert Woodrat,LC,stable,Native
mDFWOx,Neotoma fuscipes,Dusky-footed Woodrat,14587,Neotoma fuscipes,Dusky-footed Woodrat,LC,stable,Native
mDKMOx,Microdipodops megacephalus,Dark Kangaroo Mouse,42606,Microdipodops megacephalus,Owyhee River Kangaroo Mouse,LC,decreasing,Native
mDKRAx,Dipodomys deserti,Desert Kangaroo Rat,6686,Dipodomys deserti,Desert Kangaroo Rat,LC,stable,Native
mDOSQx,Tamiasciurus douglasii,Douglas's Squirrel,42586,Tamiasciurus douglasii,Douglas's Squirrel,LC,stable,Native
mDPGOx,Geomys arenarius,Desert Pocket Gopher,9054,Geomys arenarius,Desert Pocket Gopher,NT,unknown,Native
mDPMOx,Chaetodipus penicillatus,Desert Pocket Mouse,4336,Chaetodipus penicillatus,Desert Pocket Mouse,LC,stable,Native
mDUSHx,Sorex monticolus,Dusky Shrew,41405,Sorex monticolus,Montane Shrew,LC,stable,Native
mDWSHx,Sorex nanus,Dwarf Shrew,41406,Sorex nanus,Dwarf Shrew,LC,unknown,Native
mDZRAx,Dipodomys simulans,Dulzura Kangaroo Rat,136630,Dipodomys simulans,Dulzura Kangaroo Rat,LC,unknown,Native
mEACOx,Sylvilagus floridanus,Eastern Cottontail,41299,Sylvilagus floridanus,Eastern Cottontail,LC,increasing,Native
mEAMOx,Scalopus aquaticus,Eastern Mole,41471,Scalopus aquaticus,Eastern Mole,LC,stable,Native
mEAPIx,Pipistrellus subflavus,Eastern Pipistrelle,17366,Perimyotis subflavus,Eastern Pipistrelle,VU,decreasing,Native
mEAWOx,Neotoma floridana,Eastern Woodrat,42650,Neotoma floridana,Eastern Woodrat,LC,decreasing,Native
mEBSQx,Sciurus carolinensis,Eastern Gray Squirrel,42462,Sciurus carolinensis,Eastern Gray Squirrel,LC,increasing,Native
mEFSQx,Sciurus niger,Eastern Fox Squirrel,20016,Sciurus niger,Delmarva Fox Squirrel,LC,stable,Native
mEHMOx,Reithrodontomys humulis,Eastern Harvest Mouse,42678,Reithrodontomys humulis,Eastern Harvest Mouse,LC,stable,Native
mEHVOx,Phenacomys ungava,Eastern Heather Vole,42637,Phenacomys ungava,Eastern Heather Vole,LC,stable,Native
mELK1x,Cervus elaphus,Elk,56003281,Alces alces,Moose,LC,increasing,Native
mERBAx,Lasiurus borealis,Eastern Red Bat,11347,Lasiurus borealis,Eastern Red Bat,LC,stable,Native
mERMIx,Mustela erminea,Ermine,29674,Mustela erminea,Stoat,LC,stable,Native
mESFMx,Myotis leibii,Eastern Small-footed Myotis,14172,Myotis leibii,Eastern Small-footed Myotis,EN,decreasing,Native
mESSKx,Spilogale putorius,Eastern Spotted Skunk,41636,Spilogale putorius,Eastern Spotted Skunk,VU,decreasing,Native
mESTSx,Blarina hylophaga,Elliot's Short-tailed Shrew,41453,Blarina hylophaga,Elliot's Short-tailed Shrew,LC,stable,Native
mEVBAx,Nycticeius humeralis,Evening Bat,14944,Nycticeius humeralis,Evening Bat,LC,stable,Native
mFADEx,Dama dama,Fallow Deer,42188,Dama dama,Persian Fallow Deer,LC,unknown,Introduced
mFBBAx,Eumops floridanus,Florida Bonneted Bat,136433,Eumops floridanus,Florida Bonneted Bat,VU,decreasing,Native
mFGSQx,Poliocitellus franklinii,Franklin's Ground Squirrel,41787,Poliocitellus franklinii,Franklin's Ground Squirrel,LC,decreasing,Native
mFHMOx,Reithrodontomys fulvescens,Fulvous Harvest Mouse,19407,Reithrodontomys fulvescens,Fulvous Harvest Mouse,LC,stable,Native
mFISHx,Martes pennanti,Fisher,41651,Martes pennanti,Fisher,LC,unknown,Native
mFLDEx,Podomys floridanus,Florida Deermouse,17830,Podomys floridanus,Florida Deermouse,VU,decreasing,Native
mFOSHx,Sorex sonomae,Fog Shrew,41418,Sorex sonomae,Fog Shrew,LC,stable,Native
mFRMYx,Myotis thysanodes,Fringed Myotis,14206,Myotis thysanodes,Fringed Myotis,LC,stable,Native
mGBBAx,Eumops perotis,Greater Bonneted Bat,8247,Eumops perotis,Western Mastiff Bat,LC,decreasing,Native
mGBPMx,Perognathus parvus,Great Basin Pocket Mouse,42610,Perognathus parvus,Great Basin Pocket Mouse,LC,stable,Native
mGCCHx,Tamias cinereicollis,Gray-collared Chipmunk,42570,Neotamias cinereicollis,Gray-collared Chipmunk,LC,stable,Native
mGCKRx,Dipodomys compactus,Gulf Coast Kangaroo Rat,6685,Dipodomys compactus,Gulf Coast Kangaroo Rat,LC,stable,Native
mGFCHx,Tamias canipes,Gray-footed Chipmunk,21364,Neotamias canipes,Gray-footed Chipmunk,LC,stable,Native
mGFSEx,Arctocephalus townsendi,Guadalupe Fur Seal,2061,Arctocephalus townsendi,Guadalupe Fur Seal,LC,increasing,Native
mGKRAx,Dipodomys ingens,Giant Kangaroo Rat,6678,Dipodomys ingens,Giant Kangaroo Rat,EN,decreasing,Native
mGMGSx,Callospermophilus lateralis,Golden-mantled Ground Squirrel,42468,Callospermophilus lateralis,Green River Basin Golden-mantled Ground Squirrel,LC,stable,Native
mGOMOx,Ochrotomys nuttalli,Golden Mouse,42674,Ochrotomys nuttalli,Golden Mouse,LC,stable,Native
mGPDOx,Cynomys gunnisoni,Gunnison's Prairie Dog,42453,Cynomys gunnisoni,Gunnison's Prairie Dog,LC,decreasing,Native
mGRFOx,Urocyon cinereoargenteus,Gray Fox,22780,Urocyon cinereoargenteus,Grey Fox,LC,stable,Native
mGRMYx,Myotis grisescens,Gray Myotis,14132,Myotis grisescens,Grey Bat,VU,increasing,Native
mGRWOx,Canis lupus,Gray Wolf,3746,Canis lupus,Grey Wolf,LC,stable,Native
mGTVOx,Microtus canicaudus,Gray-tailed Vole,42625,Microtus canicaudus,Gray-tailed Vole,LC,stable,Native
mHASEx,Phoca vitulina,Harbor Seal,17013,Phoca vitulina,Harbor Seal,LC,unknown,Native
mHASQx,Ammospermophilus harrisii,Harris' Antelope Squirrel,42399,Ammospermophilus harrisii,Harris's Antelope Squirrel,LC,unknown,Native
mHCRAx,Sigmodon hispidus,Hispid Cotton Rat,20213,Sigmodon hispidus,Hispid Cotton Rat,LC,increasing,Native
mHKRAx,Dipodomys heermanni,Heermann's Kangaroo Rat,42600,Dipodomys heermanni,Heermann's Kangaroo Rat,LC,unknown,Native
mHOBAx,Lasiurus cinereus,Hoary Bat,11345,Lasiurus cinereus,Hoary Bat,LC,unknown,Native
mHOCHx,Tamias rufus,Hopi Chipmunk,42578,Neotamias rufus,Hopi Chipmunk,LC,stable,Native
mHOMAx,Marmota caligata,Hoary Marmot,42456,Marmota caligata,Hoary Marmot,LC,stable,Native
mHOMOx,Mus musculus,House Mouse,13972,Mus musculus,House Mouse,LC,stable,Introduced
mHOSKx,Mephitis macroura,Hooded Skunk,41634,Mephitis macroura,Hooded Skunk,LC,increasing,Native
mHPMOx,Chaetodipus hispidus,Hispid Pocket Mouse,4333,Chaetodipus hispidus,Hispid Pocket Mouse,LC,stable,Native
mHTMOx,Parascalops breweri,Hairy-tailed Mole,41469,Parascalops breweri,Hairy-tailed Mole,LC,stable,Native
mIGSQx,Urocitellus brunneus,Idaho Ground Squirrel,20497,Urocitellus brunneus,Norhern Idaho Ground Squirrel,CR,unknown,Native
mINMYx,Myotis sodalis,Indiana Myotis,14136,Myotis sodalis,Indiana Bat,NT,stable,Native
mINSHx,Sorex tenellus,Inyo Shrew,41419,Sorex tenellus,Inyo Shrew,LC,stable,Native
mIPGOx,Thomomys idahoensis,Idaho Pocket Gopher,21809,Thomomys idahoensis,Idaho Pocket Gopher,LC,unknown,Native
mISFOx,Urocyon littoralis,Island Fox,22781,Urocyon littoralis,Island Fox,NT,increasing,Native
mJAGDx,Puma yagouarondi,Jaguarundi,9948,Herpailurus yagouaroundi,Jaguarundi,LC,decreasing,Native
mJAGUx,Panthera onca,Jaguar,15953,Panthera onca,Jaguar,NT,decreasing,Native
mKEMYx,Myotis keenii,Keen's Myotis,14171,Myotis keenii,Keen's Myotis,LC,stable,Native
mKIFOx,Vulpes macrotis,Kit Fox,41587,Vulpes macrotis,Kit Fox,LC,decreasing,Native
mKJPGx,Geomys knoxjonesi,Knox Jones's Pocket Gopher,136258,Geomys knoxjonesi,Knox Jones's Pocket Gopher,LC,unknown,Native
mLBMYx,Myotis lucifugus,Little Brown Myotis,14176,Myotis lucifugus,Little Brown Bat,EN,decreasing,Native
mLECHx,Tamias minimus,Least Chipmunk,42572,Neotamias minimus,Least Chipmunk,LC,stable,Native
mLEMYx,Myotis evotis,Long-eared Myotis,14157,Myotis evotis,Long-eared Myotis,LC,stable,Native
mLEWEx,Mustela nivalis,Least Weasel,70207409,Mustela nivalis,Least Weasel,LC,stable,Native
mLLMYx,Myotis volans,Long-legged Myotis,14210,Myotis volans,Long-legged Myotis,LC,stable,Native
mLOCHx,Tamias speciosus,Lodgepole Chipmunk,42582,Neotamias speciosus,Lodgepole Chipmunk,LC,stable,Native
mLOECx,Tamias quadrimaculatus,Long-eared Chipmunk,42575,Neotamias quadrimaculatus,Long-eared Chipmunk,LC,stable,Native
mLPMOx,Perognathus longimembris,Little Pocket Mouse,16636,Perognathus longimembris,Los Angeles Little Pocket Mouse,LC,stable,Native
mLTPMx,Chaetodipus formosus,Long-tailed Pocket Mouse,4331,Chaetodipus formosus,Long-tailed Pocket Mouse,LC,stable,Native
mLTSHx,Sorex dispar,Long-tailed Shrew,41394,Sorex dispar,Long-tailed Shrew,LC,unknown,Native
mLTVOx,Microtus longicaudus,Long-tailed Vole,42627,Microtus longicaudus,San Bernardino Long-tailed Vole,LC,stable,Native
mLTWEx,Mustela frenata,Long-tailed Weasel,41654,Mustela frenata,Long-tailed Weasel,LC,stable,Native
mMAORx,Oryzomys palustris,Marsh Oryzomys,42675,Oryzomys palustris,Marsh Rice Rat,LC,stable,Native
mMARAx,Sylvilagus palustris,Marsh Rabbit,41303,Sylvilagus palustris,Marsh Rabbit,LC,unknown,Native
mMEDEx,Peromyscus merriami,Merriam's Deermouse,16680,Peromyscus merriami,Mesquite Mouse,LC,unknown,Native
mMESHx,Sorex merriami,Merriam's Shrew,41403,Sorex merriami,Merriam's Shrew,LC,unknown,Native
mMESQx,Ictidomys mexicanus,Mexican Ground Squirrel,20487,Ictidomys mexicanus,Mexican Ground Squirrel,LC,stable,Native
mMEVOx,Microtus pennsylvanicus,Meadow Vole,13452,Microtus pennsylvanicus,Chihuahua Vole,LC,stable,Native
mMEWOx,Neotoma mexicana,Mexican Woodrat,14590,Neotoma mexicana,Mexican Woodrat,LC,stable,Native
mMFSQx,Sciurus nayaritensis,Mexican Fox Squirrel,20015,Sciurus nayaritensis,Mexican Fox Squirrel,LC,unknown,Native
mMFTBx,Tadarida brasiliensis,Mexican Free-tailed Bat,21314,Tadarida brasiliensis,Brazilian Free-tailed Bat,LC,stable,Native
mMGSQx,Urocitellus canus,Merriam's Ground Squirrel,42465,Urocitellus canus,Merriam's Ground Squirrel,LC,unknown,Native
mMGVOx,Microtus mogollonensis,Mogollon Vole,13443,Microtus mexicanus,Mexican Vole,LC,unknown,Native
mMJMOx,Zapus hudsonius,Meadow Jumping Mouse,42613,Zapus hudsonius,Meadow Jumping Mouse,LC,stable,Native
mMKRAx,Dipodomys merriami,Merriam's Kangaroo Rat,92465716,Dipodomys merriami,Merriam's Kangaroo Rat,LC,stable,Native
mMLNBx,Leptonycteris nivalis,Mexican Long-nosed Bat,11697,Leptonycteris nivalis,Greater Long-nosed Bat,EN,decreasing,Native
mMLSHx,Sorex lyelli,Mt. Lyell Shrew,41402,Sorex lyelli,Mount Lyell Shrew,LC,stable,Native
mMLTBx,Choeronycteris mexicana,Mexican Long-tongued Bat,4776,Choeronycteris mexicana,Mexican Long-tongued Bat,NT,unknown,Native
mMMCHx,Tamias merriami,Merriam's Chipmunk,21358,Neotamias merriami,Merriam's Chipmunk,LC,stable,Native
mMOCOx,Sylvilagus nuttallii,Mountain Cottontail,41300,Sylvilagus nuttallii,Mountain Cottontail,LC,unknown,Native
mMOGOx,Oreamnos americanus,Mountain Goat,42680,Oreamnos americanus,Mountain Goat,LC,stable,Native
mMOOSx,Alces americanus,Moose,56003281,Alces alces,Moose,LC,increasing,Native
mMOSQx,Xerospermophilus mohavensis,Mohave Ground Squirrel,20474,Xerospermophilus mohavensis,Mohave Ground Squirrel,NT,decreasing,Native
mMOVOx,Microtus montanus,Montane Vole,42630,Microtus montanus,Pahranagat Valley Montane Vole,LC,stable,Native
mMPGOx,Thomomys monticola,Mountain Pocket Gopher,42596,Thomomys monticola,Mountain Pocket Gopher,LC,stable,Native
mMPMOx,Perognathus merriami,Merriam's Pocket Mouse,16637,Perognathus merriami,Great Basin Pocket Mouse,LC,stable,Native
mMRSHx,Sorex bendirii,Marsh Shrew,41389,Sorex bendirii,Marsh Shrew,LC,unknown,Native
mMSPMx,Liomys irroratus,Mexican Spiny Pocket Mouse,12074,Heteromys irroratus,Mexican Spiny Pocket Mouse,LC,stable,Native
mMUDEx,Odocoileus hemionus,Mule Deer,42393,Odocoileus hemionus,Mule Deer,LC,stable,Native
mNADEx,Peromyscus maniculatus,North American Deermouse,16672,Peromyscus maniculatus,North American Deermouse,LC,stable,Native
mNALSx,Cryptotis parva,North American Least Shrew,41377,Cryptotis parva,North American Least Shrew,LC,stable,Native
mNAPOx,Erethizon dorsata,North American Porcupine,8004,Erethizon dorsatum,North American Porcupine,LC,stable,Native
mNAROx,Lontra canadensis,North American River Otter,12302,Lontra canadensis,North American River Otter,LC,stable,Native
mNASQx,Ammospermophilus nelsoni,Nelson's Antelope Squirrel,1149,Ammospermophilus nelsoni,Nelson's Antelope Squirrel,EN,decreasing,Native
mNAWVx,Microtus richardsoni,North American Water Vole,42634,Microtus richardsoni,Water Vole,LC,stable,Native
mNBARx,Dasypus novemcinctus,Nine-banded Armadillo,6290,Dasypus novemcinctus,Nine-banded Armadillo,LC,stable,Native
mNBDEx,Peromyscus fraterculus,Northern Baja Deermouse,136412,Peromyscus fraterculus,Northern Baja Deermouse,LC,unknown,Native
mNBLEx,Synaptomys borealis,Northern Bog Lemming,42638,Synaptomys borealis,Okanagan Bog Lemming,LC,unknown,Native
mNESEx,Mirounga angustirostris,Northern Elephant Seal,13581,Mirounga angustirostris,Northern Elephant Seal,LC,increasing,Native
mNFKRx,Dipodomys venustus,Narrow-faced Kangaroo Rat,42605,Dipodomys venustus,Narrow-faced Kangaroo Rat,LC,decreasing,Native
mNFSEx,Callorhinus ursinus,Northern Fur Seal,3590,Callorhinus ursinus,Northern Fur Seal,VU,decreasing,Native
mNFSQx,Glaucomys sabrinus,Northern Flying Squirrel,39553,Glaucomys sabrinus,Carolina Flying Squirrel,LC,stable,Native
mNGCOx,Sylvilagus transitionalis,New England Cottontail,21212,Sylvilagus transitionalis,New England Cottontail,VU,decreasing,Native
mNGMOx,Onychomys leucogaster,Northern Grasshopper Mouse,15338,Onychomys leucogaster,Northern Grasshopper Mouse,LC,stable,Native
mNMSHx,Sorex neomexicanus,New Mexico Shrew,136608,Sorex neomexicanus,New Mexico Shrew,DD,unknown,Native
mNODEx,Peromyscus keeni,Northwestern Deermouse,135164,Peromyscus keeni,Northwestern Deermouse,LC,stable,Native
mNOMYx,Myotis septentrionalis,Northern Myotis,14201,Myotis septentrionalis,Northern Myotis,NT,decreasing,Native
mNOSSx,Blarina brevicauda,Northern Short-tailed Shrew,41451,Blarina brevicauda,Northern Short-tailed Shrew,LC,stable,Native
mNPGOx,Thomomys talpoides,Northern Pocket Gopher,42597,Thomomys talpoides,Vancouver Pocket Gopher,LC,stable,Native
mNPMOx,Chaetodipus nelsoni,Nelson's Pocket Mouse,4335,Chaetodipus nelsoni,Nelson's Pocket Mouse,LC,stable,Native
mNPYMx,Baiomys taylori,Northern Pygmy Mouse,2466,Baiomys taylori,Northern Pygmy Mouse,LC,stable,Native
mNRDEx,Peromyscus nasutus,Northern Rock Deermouse,16682,Peromyscus nasutus,Northern Rock Mouse,LC,unknown,Native
mNYBAx,Lasiurus intermedius,Northern Yellow Bat,11352,Lasiurus intermedius,Northern Yellow Bat,LC,unknown,Native
mOBPMx,Perognathus fasciatus,Olive-backed Pocket Mouse,42608,Perognathus fasciatus,Olive-backed Pocket Mouse,LC,stable,Native
mOCELx,Leopardus pardalis,Ocelot,11509,Leopardus pardalis,Ocelot,LC,decreasing,Native
mOKRAx,Dipodomys ordii,Ord's Kangaroo Rat,6691,Dipodomys ordii,Ord's Kangaroo Rat,LC,stable,Native
mOLDEx,Peromyscus polionotus,Oldfield Deermouse,42654,Peromyscus polionotus,Choctawhatchee Beach Mouse,LC,unknown,Native
mOLMAx,Marmota olympus,Olympic Marmot,42459,Marmota olympus,Olympic Marmot,LC,decreasing,Native
mORSHx,Sorex ornatus,Ornate Shrew,41408,Sorex ornatus,Ornate Shrew,LC,stable,Native
mPABAx,Antrozous pallidus,Pallid Bat,1790,Antrozous pallidus,Pallid Bat,LC,stable,Native
mPACHx,Tamias palmeri,Palmer's Chipmunk,21355,Neotamias palmeri,Palmer's Chipmunk,EN,decreasing,Native
mPASHx,Sorex pacificus,Pacific Shrew,41409,Sorex pacificus,Pacific Shrew,LC,stable,Native
mPBSHx,Sorex preblei,Preble's Shrew,41413,Sorex preblei,Preble's Shrew,LC,unknown,Native
mPFTBx,Nyctinomops femorosaccus,Pocketed Free-tailed Bat,14994,Nyctinomops femorosaccus,Pocketed Free-tailed Bat,LC,stable,Native
mPGFBx,Mormoops megalophylla,Peters's Ghost-faced Bat,13878,Mormoops megalophylla,Peters's Ghost-faced Bat,LC,decreasing,Native
mPGSQx,Urocitellus mollis,Piute Ground Squirrel,42469,Urocitellus mollis,Piute Ground Squirrel,LC,unknown,Native
mPHMOx,Reithrodontomys montanus,Plains Harvest Mouse,19413,Reithrodontomys montanus,Plains Harvest Mouse,LC,stable,Native
mPIDEx,Peromyscus truei,Pinon Deermouse,16694,Peromyscus truei,Pinyon Mouse,LC,stable,Native
mPIKAx,Ochotona princeps,American Pika,41267,Ochotona princeps,American Pika,LC,decreasing,Native
mPJMOx,Zapus trinotatus,Pacific Jumping Mouse,23192,Zapus trinotatus,Point Reyes Jumping Mouse,LC,unknown,Native
mPKMOx,Microdipodops pallidus,Pale Kangaroo Mouse,42607,Microdipodops pallidus,Soda Spring Valley Kangaroo Mouse,LC,decreasing,Native
mPKRAx,Dipodomys panamintinus,Panamint Kangaroo Rat,42604,Dipodomys panamintinus,Panamint Kangaroo Rat,LC,stable,Native
mPMBAx,Molossus molossus,Pallas's Mastiff Bat,13648,Molossus molossus,Pallas's Mastiff Bat,LC,unknown,Native
mPNCHx,Tamias panamintinus,Panamint Chipmunk,42574,Neotamias panamintinus,Panamint Chipmunk,LC,stable,Native
mPPGOx,Geomys bursarius,Plains Pocket Gopher,42588,Geomys bursarius,Plains Pocket Gopher,LC,stable,Native
mPPMOx,Perognathus flavescens,Plains Pocket Mouse,16634,Perognathus flavescens,Plains Pocket Mouse,LC,stable,Native
mPRONx,Antilocapra americana,Pronghorn,1677,Antilocapra americana,Pronghorn,LC,stable,Native
mPRSHx,Sorex haydeni,Prairie Shrew,41399,Sorex haydeni,Prairie Shrew,LC,stable,Native
mPRVOx,Microtus ochrogaster,Prairie Vole,42631,Microtus ochrogaster,Prairie Vole,LC,stable,Native
mPTPDx,Cynomys ludovicianus,Black-tailed Prairie Dog,6091,Cynomys ludovicianus,Arizona Black-tailed Prairie Dog,LC,decreasing,Native
mPYRAx,Brachylagus idahoensis,Pygmy Rabbit,2963,Brachylagus idahoensis,Pygmy Rabbit,LC,unknown,Native
mRACCx,Procyon lotor,Raccoon,41686,Procyon lotor,Northern Raccoon,LC,increasing,Native
mRBEBx,Corynorhinus rafinesquii,Rafinesque's Big-eared Bat,17600,Corynorhinus rafinesquii,Rafinesque's Big-eared Bat,LC,increasing,Native
mRBSQx,Sciurus aureogaster,Red-bellied Squirrel,20006,Sciurus aureogaster,Mexican Grey Squirrel,LC,stable,Introduced
mREFOx,Vulpes vulpes,Red Fox,23062,Vulpes vulpes,Red Fox,LC,stable,Native
mRESQx,Tamiasciurus hudsonicus,Red Squirrel,42587,Tamiasciurus hudsonicus,Red Squirrel,LC,stable,Native
mRGSQx,Urocitellus richardsonii,Richardson's Ground Squirrel,42561,Urocitellus richardsonii,Richardson's Ground Squirrel,LC,stable,Native
mRINGx,Bassariscus astutus,Ringtail,41680,Bassariscus astutus,Ringtail,LC,unknown,Native
mROCOx,Sylvilagus robustus,Robust Cottontail,41310,Sylvilagus robustus,Robust Cottontail,EN,unknown,Native
mROSQx,Otospermophilus variegatus,Rock Squirrel,20495,Otospermophilus variegatus,Rock Squirrel,LC,stable,Native
mROVOx,Microtus chrotorrhinus,Rock Vole,42626,Microtus chrotorrhinus,Southern Rock Vole,LC,decreasing,Native
mRPMOx,Chaetodipus intermedius,Rock Pocket Mouse,4334,Chaetodipus intermedius,Rock Pocket Mouse,LC,stable,Native
